source_id,tier,institution_id,institution_name,source_name,source_type,url,collection_method,update_frequency,reliability_level,strategic_themes,active,notes,extraction_mode,coverage_scope,coverage_priority,sme_relevance,source_validation_status,collector_capability,mvp_active,claude_eligible,mvp_status,customer_segment,institution_group,display_name,legal_name,exclusion_reason,last_validated_at,institution_type,strategic_partner_priority,official_source_valid,collector_accessible,extraction_structurally_valid,monitoring_mode,weekly_collection_enabled,source_recovery_status,retry_cadence,next_retry_at,consecutive_access_denied,last_access_denied_at,last_success_at,source_recovery_representative,blocked_status_notes
REG-114,Tier 1,intesa_sanpaolo,Intesa Sanpaolo,Intesa Sanpaolo manual registry placeholder,Resmi KOBİ Sayfası,https://www.intesasanpaolo.com.tr/,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,,,,,,,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00,,,,,,,,,,,,,,,
REG-115,Tier 1,rabobank,Rabobank,Rabobank manual registry placeholder,Resmi KOBİ Sayfası,https://www.rabobank.com.tr/,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,,,,,,,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00,,,,,,,,,,,,,,,
REG-116,Tier 1,soci_t_g_n_rale,Société Générale,Société Générale manual registry placeholder,Resmi KOBİ Sayfası,https://www.societegenerale.com.tr/,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,,,,,,,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00,,,,,,,,,,,,,,,
REG-117,Tier 1,bank_mellat,Bank Mellat,Bank Mellat manual registry placeholder,Resmi KOBİ Sayfası,https://www.mellatbank.com.tr/,manual,Weekly,Orta,Kurumsal Bankacılık; Benchmark,False,Registry-only/manual placeholder; not in MVP automated recent-development flow.,benchmark_fact,Wholesale / Manual,Manual-only,Düşük,Manual source,manual,False,,,,,,,Wholesale/institutional bank; no broad SME weekly monitoring in current MVP.,2026-06-25T11:50:45.598526+00:00,,,,,,,,,,,,,,,
REG-118,Tier 1,alternatif_bank,Alternatif Bank,Alternatif Bank Basın Bültenleri ve Duyurular,Resmi Basın Bülteni Sayfası,https://www.alternatifbank.com.tr/hakkimizda/basin-odasi/basin-bultenleri-ve-duyurular,static_scrape,Weekly,Yüksek,İş Birlikleri; Kampanyalar; KOBİ Kredileri; Ödemeler ve POS,True,"Dated source surface detected; page_date_count=22, dated_link_count=10.",weekly_development,KOBİ Rakip Banka,A,Orta,Valid weekly source,static_scrape,True,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-119,Tier 1,alternatif_bank,Alternatif Bank,Alternatif Bank Tahsilat Çözümleri,Resmi Ürün Sayfası,https://www.alternatifbank.com.tr/kurumsal/nakit-yonetimi/tahsilat-cozumleri,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-120,Tier 1,alternatif_bank,Alternatif Bank,Alternatif Bank POS ve Üye İşyeri Hizmetleri,Resmi POS Sayfası,https://www.alternatifbank.com.tr/kurumsal/nakit-yonetimi/pos-ve-uye-isyeri-hizmetleri,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-121,Tier 1,denizbank,DenizBank,DenizBank İşim İçin,Resmi KOBİ Sayfası,https://www.denizbank.com/isim-icin,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Nakit Yönetimi; Dijital KOBİ Yolculuğu; Kampanyalar,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Yüksek,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-122,Tier 1,denizbank,DenizBank,DenizBank KOBİ Kredileri,Resmi KOBİ Sayfası,https://www.denizbank.com/krediler/kobi-bankaciligi,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Nakit Yönetimi; Dijital KOBİ Yolculuğu; Kampanyalar,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Yüksek,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-123,Tier 1,denizbank,DenizBank,DenizBank Üye İşyeri Hizmetleri,Resmi POS Sayfası,https://www.denizbank.com/isim-icin/kobi-bankaciligi/uye-isyeri-ve-pos-islemleri/uye-isyeri-hizmetleri,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Yüksek,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-124,Tier 1,denizbank,DenizBank,DenizBank Hesap Hareketi Entegrasyonu,Resmi Ürün Sayfası,https://www.denizbank.com/isim-icin/kobi-bankaciligi/nakit-yonetimi-ve-dis-ticaret/nakit-yonetimi/hesap-hareketi-entegrasyonu,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Yüksek,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-125,Tier 1,denizbank,DenizBank,DenizBank Doğrudan Borçlandırma Sistemi,Resmi Ürün Sayfası,https://www.denizbank.com/isim-icin/kobi-bankaciligi/nakit-yonetimi-ve-dis-ticaret/nakit-yonetimi/dogrudan-borclandirma-sistemi,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Yüksek,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-126,Tier 1,denizbank,DenizBank,DenizBank Güvenli Araç Alım Satım Sistemi,Resmi Ürün Sayfası,https://www.denizbank.com/isim-icin/kobi-bankaciligi/nakit-yonetimi-ve-dis-ticaret/nakit-yonetimi/guvenli-arac-alim-satim-sistemi,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Yüksek,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-127,Tier 1,ing,ING,ING İşiniz İçin,Resmi KOBİ Sayfası,https://www.ing.com.tr/tr/isiniz-icin,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Nakit Yönetimi; Dijital KOBİ Yolculuğu; Kampanyalar,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-128,Tier 1,ing,ING,ING Üye İşyeri Hizmetleri,Resmi POS Sayfası,https://www.ing.com.tr/tr/isiniz-icin/uye-isyeri/uye-is-yeri-hizmetleri,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-129,Tier 1,ing,ING,ING Cebimde POS,Resmi POS Sayfası,https://www.ing.com.tr/tr/isiniz-icin/uye-isyeri/ing-cebimde-pos,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-130,Tier 1,ing,ING,ING POS Ekstra,Resmi POS Sayfası,https://www.ing.com.tr/tr/isiniz-icin/uye-isyeri/pos-ekstra,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-131,Tier 1,ing,ING,ING KOBİ Nakit POS,Resmi POS Sayfası,https://www.ing.com.tr/tr/isiniz-icin/uye-isyeri/kobi-nakit-pos,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-132,Tier 1,ing,ING,ING Sağlık POS,Resmi POS Sayfası,https://www.ing.com.tr/tr/isiniz-icin/uye-isyeri/saglik-pos,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-133,Tier 1,ing,ING,ING Karekod Ödeme,Resmi POS Sayfası,https://www.ing.com.tr/tr/isiniz-icin/uye-isyeri/karekod-odeme,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-134,Tier 1,teb,TEB,TEB KOBİ'yim,Resmi KOBİ Sayfası,https://www.teb.com.tr/kobiyim/,manual,Weekly,Yüksek,KOBİ Kredileri; Nakit Yönetimi; Dijital KOBİ Yolculuğu; Kampanyalar,False,Evergreen SME/commercial product content; no reliable dated detail feed required.,manual,KOBİ Rakip Banka,A,Yüksek,Disabled by Batch A exact-source review,manual,False,,,,,,,Not approved by focused Batch A exact URL validation.,2026-06-25T12:05:09.441280+00:00,,,,,,,,,,,,,,,
REG-135,Tier 1,teb,TEB,TEB Tahsilat Çözümleri,Resmi Ürün Sayfası,https://www.teb.com.tr/kobiyim/tahsilat-cozumleri/,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Üye İşyeri; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Yüksek,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-136,Tier 1,teb,TEB,TEB CEPTETEB Kurumsal Şube,Resmi Ürün Sayfası,https://www.teb.com.tr/kobiyim/cepteteb-kurumsal-sube/,static_scrape,Weekly,Yüksek,Dijital KOBİ Yolculuğu; Nakit Yönetimi,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Yüksek,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-137,Tier 1,teb,TEB,TEB Bonus Business Card,Resmi POS Sayfası,https://www.teb.com.tr/kobiyim/teb-bonus-business-card/,static_scrape,Weekly,Yüksek,Ticari Kartlar; Ödemeler ve POS,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Yüksek,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-138,Tier 1,teb,TEB,TEB OSB Ürün,Resmi KOBİ Sayfası,https://www.teb.com.tr/kobiyim/osb-urun/,static_scrape,Weekly,Yüksek,OSB; KOBİ Kredileri; Kampanyalar,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Yüksek,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-139,Tier 1,teb,TEB,TEB Kamu Finansmanı,Resmi KOBİ Sayfası,https://www.teb.com.tr/kobiyim/kamu-finansmani/,static_scrape,Weekly,Yüksek,Kamu Finansmanı; KOBİ Kredileri,True,Evergreen SME/commercial product content; no reliable dated detail feed required.,benchmark_fact,KOBİ Rakip Banka,A,Yüksek,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-25T12:07:15.725641+00:00,,,,,,,,,,,,,,,
REG-140,Tier 2,sekerbank,Şekerbank,Şekerbank Basın Odası,Resmi Basın Bülteni Sayfası,https://www.sekerbank.com.tr/hakkimizda/basin-odasi,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Kampanyalar; İş Birlikleri; Dijital KOBİ Yolculuğu,True,Dated item surface plus SME/commercial evidence detected; page_date_count=0.,weekly_development,KOBİ Rakip Banka,B,Yüksek,Doğrulandı,static_scrape,True,True,Aktif,,,,,,2026-06-26T06:28:27.900392+00:00,,,,,,,,,,,,,,,
REG-141,Tier 2,sekerbank,Şekerbank,Şekerbank Esnaf KOBİ,Resmi KOBİ Sayfası,https://www.sekerbank.com.tr/esnaf-kobi,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Kampanyalar; İş Birlikleri; Dijital KOBİ Yolculuğu,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-142,Tier 2,sekerbank,Şekerbank,Şekerbank KOBİ,Resmi KOBİ Sayfası,https://www.sekerbank.com.tr/esnaf-kobi/kobi,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Kampanyalar; İş Birlikleri; Dijital KOBİ Yolculuğu,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-143,Tier 2,sekerbank,Şekerbank,Şekerbank Üye İşyeri POS,Resmi POS Sayfası,https://www.sekerbank.com.tr/esnaf-kobi/uye-isyeri-pos,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-144,Tier 2,sekerbank,Şekerbank,Şekerbank ÖKC Yazar Kasa POS,Resmi POS Sayfası,https://www.sekerbank.com.tr/esnaf-kobi/uye-isyeri-pos/okc-yazar-kasa-pos,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-145,Tier 2,sekerbank,Şekerbank,Şekerbank NarPOS,Resmi POS Sayfası,https://www.sekerbank.com.tr/esnaf-kobi/uye-isyeri-pos/narpos,static_scrape,Weekly,Yüksek,Ödemeler ve POS; Tahsilat; Nakit Yönetimi,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-146,Tier 2,sekerbank,Şekerbank,Şekerbank e-Fatura Finansmanı,Resmi Ürün Sayfası,https://www.sekerbank.com.tr/esnaf-kobi/esnafkobi-kredileri/kobi-kredileri/e-fatura-finansmani,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Nakit Yönetimi,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-147,Tier 2,fibabanka,Fibabanka,Fibabanka Duyuru ve Haberler 2026,Resmi Basın Bülteni Sayfası,https://www.fibabanka.com.tr/hakkimizda/duyuru-ve-haberler/2026,manual,Weekly,Yüksek,KOBİ Kredileri; Kampanyalar; İş Birlikleri; Dijital KOBİ Yolculuğu,False,Dated item surface plus SME/commercial evidence detected; page_date_count=58.,manual,KOBİ Rakip Banka,B,Yüksek,Manual source - no item-level URLs in static HTML,manual,False,,,,,,,Current-year announcement page exposes accordion content without item-level URLs; violates item-level URL rule.,2026-06-26T05:56:47.527711+00:00,,,,,,,,,,,,,,,
REG-148,Tier 2,fibabanka,Fibabanka,Fibabanka Güncel Özel Kampanyalar,Resmi Kampanya Sayfası,https://www.fibabanka.com.tr/kampanyalar/guncel-ozel-kampanyalar,static_scrape,Weekly,Yüksek,Kampanyalar; KOBİ Kredileri; Ticari Kartlar,True,Dated item surface plus SME/commercial evidence detected; page_date_count=4.,weekly_development,KOBİ Rakip Banka,B,Yüksek,Kısmen Doğrulandı,static_scrape,False,False,Kısmi Kapsam,,,,,Kaynak izlenebilir; mevcut KOBİ adaylarında güvenilir yayın/başlangıç tarihi bulunmuyor.,2026-06-26T06:28:27.900902+00:00,,,,,,,,,,,,,,,
REG-149,Tier 2,fibabanka,Fibabanka,Fibabanka KOBİ Kredileri,Resmi KOBİ Sayfası,https://www.fibabanka.com.tr/kucuk-isletme-ve-tarim/kobi-kredileri,static_scrape,Weekly,Yüksek,KOBİ Kredileri,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-150,Tier 2,fibabanka,Fibabanka,Fibabanka İşletme ve Tarım Kredi Başvuru,Resmi KOBİ Sayfası,https://www.fibabanka.com.tr/kucuk-isletme-ve-tarim/isletme-ve-tarim-kredi-basvuru-formu,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Tarım Finansmanı,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-151,Tier 2,fibabanka,Fibabanka,Fibabanka Ticari Müşteri Olmak İstiyorum,Resmi KOBİ Sayfası,https://www.fibabanka.com.tr/ticari-musteri-olmak-istiyorum,static_scrape,Weekly,Yüksek,Dijital KOBİ Yolculuğu,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-152,Tier 2,fibabanka,Fibabanka,Fibabanka Nakit Yönetim Ürünleri,Resmi Ürün Sayfası,https://www.fibabanka.com.tr/ticari-kurumsal/nakit-yonetim-urunleri,static_scrape,Weekly,Yüksek,Nakit Yönetimi; Dış Ticaret; Dijital KOBİ Yolculuğu,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-153,Tier 2,anadolubank,Anadolubank,Anadolubank Basın Bültenleri ve Röportajlar,Resmi Basın Bülteni Sayfası,https://www.anadolubank.com.tr/hakkimizda/kurumsal-iletisim/basin-bultenleri-ve-roportajlar,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Kampanyalar; İş Birlikleri; Dijital KOBİ Yolculuğu,True,Dated item surface plus SME/commercial evidence detected; page_date_count=12.,weekly_development,KOBİ Rakip Banka,B,Yüksek,Kısmen Doğrulandı,static_scrape,False,False,Kaynak Geliştirme Gerekli,,,,,Arşiv yapısı kullanılabilir; güncel ve açık ticari/KOBİ sinyal kalitesi henüz yeterli değil.,2026-06-26T06:28:27.901319+00:00,,,,,,,,,,,,,,,
REG-154,Tier 2,anadolubank,Anadolubank,Anadolubank Açık Bankacılık Çözümleri,Resmi Ürün Sayfası,https://www.anadolubank.com.tr/isiniz-icin/nakit-yonetimi/acik-bankacilik-cozumlerimiz,static_scrape,Weekly,Yüksek,Nakit Yönetimi; Dış Ticaret; Dijital KOBİ Yolculuğu,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-155,Tier 2,anadolubank,Anadolubank,Anadolubank Doğrudan Borçlandırma Sistemi,Resmi Ürün Sayfası,https://www.anadolubank.com.tr/isiniz-icin/nakit-yonetimi/dogrudan-borclandirma-sistemi,static_scrape,Weekly,Yüksek,Nakit Yönetimi; Dış Ticaret; Dijital KOBİ Yolculuğu,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-156,Tier 2,anadolubank,Anadolubank,Anadolubank Nakit Yönetimi,Resmi Ürün Sayfası,https://www.anadolubank.com.tr/sizin-icin/nakit-yonetimi,static_scrape,Weekly,Yüksek,Nakit Yönetimi; Dış Ticaret; Dijital KOBİ Yolculuğu,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-157,Tier 2,odeabank,Odeabank,Odeabank Nakit Yönetimi,Resmi Ürün Sayfası,https://www.odeabank.com.tr/ticari/nakit-yonetimi,static_scrape,Weekly,Yüksek,Nakit Yönetimi; Dış Ticaret; Dijital KOBİ Yolculuğu,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-158,Tier 2,odeabank,Odeabank,Odeabank Dış Ticaret ve Nakit Yönetimi Uzman Hattı,Resmi Ürün Sayfası,https://www.odeabank.com.tr/ticari/dis-ticaret-ve-finansman/dis-ticaret-ve-nakit-yonetimi-uzman-hatti,static_scrape,Weekly,Yüksek,Dış Ticaret; Nakit Yönetimi,True,Evergreen SME/commercial product content; weekly item requires explicit dated material change.,benchmark_fact,KOBİ Rakip Banka,B,Orta,Valid benchmark-only source,static_scrape,False,,,,,,,,2026-06-26T06:08:20.219888+00:00,,,,,,,,,,,,,,,
REG-159,Tier 1,burgan_bank,Burgan Bank,Burgan Bank Kurumsal ve Ticari Bankacılık,Resmi Ürün Sayfası,https://www.burgan.com.tr/kurumsal-ve-ticari-bankacilik,static_scrape,Weekly,Yüksek,KOBİ Kredileri; Nakit Yönetimi; Dış Ticaret; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,KOBİ Rakip Banka,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,Burgan Bank,Burgan Bank,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-160,Tier 1,burgan_bank,Burgan Bank,Burgan Bank Ürün ve Hizmet Ücretleri,Resmi Ücret/Pricing Sayfası,https://www.burgan.com.tr/urun-ve-hizmet-ucretleri,static_scrape,Weekly,Yüksek,Fiyatlama Şeffaflığı; Nakit Yönetimi,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,KOBİ Rakip Banka,C,Orta,Valid benchmark-only source,static_scrape,False,False,Kısmi Kapsam,Orta Ölçekli Ticari,Orta/Küçük Ölçekli Özel Bankalar,Burgan Bank,Burgan Bank,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-161,Tier 1,hsbc,HSBC,HSBC Haberler,Resmi Basın Bülteni Sayfası,https://www.hsbc.com.tr/haberler,manual,Weekly,Yüksek,Nakit Yönetimi; Dış Ticaret; KOBİ Kredileri; Kurumsal Konumlandırma,True,Broad noisy feed; not production-ready without stricter item filters.,manual,Toptan / Kurumsal Banka,C,Orta,Manual inspection needed,manual,False,False,Manuel İzleme,Büyük Kurumsal / Toptan,Toptan / Kurumsal Banka,HSBC,HSBC,Broad noisy feed; not production-ready without stricter item filters.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
REG-162,Tier 1,hsbc,HSBC,HSBC Business Türkiye,Resmi Kurumsal Bankacılık Sayfası,https://www.business.hsbc.com.tr/tr-tr/,static_scrape,Weekly,Yüksek,Nakit Yönetimi; Dış Ticaret; KOBİ Kredileri; Kurumsal Konumlandırma,True,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,benchmark_fact,Toptan / Kurumsal Banka,C,Orta,Valid benchmark-only source,static_scrape,False,False,Toptan / Kurumsal Banka,Büyük Kurumsal / Toptan,Toptan / Kurumsal Banka,HSBC,HSBC,Evergreen product/pricing/commercial content; recent-development only on dated material revision.,2026-06-26T08:31:13.914011+00:00,,,,,,,,,,,,,,,
